chrom	start	end	coverage	sample
MN908947.3	18200	18400	15349.37	ERR5181310
MN908947.3	18400	18600	22686.07	ERR5181310
MN908947.3	18600	18800	10873.44	ERR5181310
MN908947.3	18800	19000	13431.76	ERR5181310
MN908947.3	19000	19200	23860.58	ERR5181310
MN908947.3	19200	19400	11442.77	ERR5181310
MN908947.3	19400	19600	6190.47	ERR5181310
MN908947.3	19600	19800	18176.15	ERR5181310
MN908947.3	19800	20000	10193.97	ERR5181310
MN908947.3	20000	20200	2191.33	ERR5181310
MN908947.3	20200	20400	13004.15	ERR5181310
MN908947.3	20400	20600	10780.65	ERR5181310
MN908947.3	20600	20800	5009.41	ERR5181310
MN908947.3	20800	21000	16630.44	ERR5181310
MN908947.3	21000	21200	11750.23	ERR5181310
MN908947.3	21200	21400	3281.1	ERR5181310
MN908947.3	21400	21600	2482.39	ERR5181310
MN908947.3	21600	21800	3050.43	ERR5181310
MN908947.3	21800	22000	4597.33	ERR5181310
MN908947.3	22000	22200	11184.08	ERR5181310
MN908947.3	22200	22400	7368.53	ERR5181310
MN908947.3	22400	22600	7900.44	ERR5181310
MN908947.3	22600	22800	17987.71	ERR5181310
MN908947.3	22800	23000	8484.03	ERR5181310
MN908947.3	23000	23200	8691.81	ERR5181310
MN908947.3	23200	23400	22634.87	ERR5181310
MN908947.3	23400	23600	12485.3	ERR5181310
MN908947.3	23600	23800	3583.61	ERR5181310
MN908947.3	23800	24000	9932.52	ERR5181310
MN908947.3	24000	24200	8467.84	ERR5181310
MN908947.3	24200	24400	4062.74	ERR5181310
MN908947.3	24400	24600	12943.89	ERR5181310
MN908947.3	24600	24800	12310.1	ERR5181310
MN908947.3	24800	25000	4357.32	ERR5181310
MN908947.3	25000	25200	1388.92	ERR5181310
MN908947.3	25200	25400	2979.4	ERR5181310
MN908947.3	25400	25600	6145.81	ERR5181310
MN908947.3	25600	25800	5135.89	ERR5181310
MN908947.3	25800	26000	5346.07	ERR5181310
MN908947.3	26000	26200	3512.94	ERR5181310
MN908947.3	26200	26400	6775.34	ERR5181310
MN908947.3	26400	26600	6247.63	ERR5181310
MN908947.3	26600	26800	3866	ERR5181310
MN908947.3	26800	27000	12611.96	ERR5181310
MN908947.3	27000	27200	19499.12	ERR5181310
MN908947.3	27200	27400	5992.61	ERR5181310
MN908947.3	27400	27600	16005.57	ERR5181310
MN908947.3	27600	27800	21688.53	ERR5181310
MN908947.3	27800	28000	4208.8	ERR5181310
MN908947.3	28000	28200	10826.81	ERR5181310
MN908947.3	28200	28400	25732.02	ERR5181310
MN908947.3	28400	28600	8583.62	ERR5181310
MN908947.3	28600	28800	4378.27	ERR5181310
MN908947.3	28800	29000	2684.81	ERR5181310
MN908947.3	29000	29200	5764.93	ERR5181310
MN908947.3	29200	29400	6305.93	ERR5181310
MN908947.3	29400	29600	6750.29	ERR5181310
MN908947.3	29600	29800	4396.08	ERR5181310
MN908947.3	29800	29903	614.1	ERR5181310
